0000.00-0000,J GRADE 190 PROOF INDUSTRIAL ETHANOL  J GRADE 190 PROOF INDUSTRIAL ETHANOL 
1103.13-0000,Corn meal POLENTA PRECOOKED ITALY
1103.13-0000,Corn meal MAIZE GRITSSample 4 INDIA
1103.19-3000,Corn meal MAIZE GRITSSample 5 INDIA
1103.19-9000,Rice meal HMWE MYANMAR
1103.19-9000,Sweet Corn podwer  PO11001  NEWZLAND
1104.12-0000,Sweet corn powder Sweet Corn Powder &Sugar Blend NEWZLND
1104.22-0000,RED TRACTOR OMEGA 3 INSTANT OATS AUSTRAL
1104.22-0000,Hulled oats STEAMED OAT PR.CHNA
1104.22-0000,Hulled oat AUSTRAL
1104.22-0000,Hulled oat STEAMED OAT GROATS AUSTRAL
1104.22-0000,Other worked grains of oats CANADA
1104.23-0000,Other worked grains of oats NUDE OATS CANADA
1104.23-0000,Corn grits Maize cornflaking grits T2 Euro NETHERL
1104.23-0000,Corn grits MAIZE GRITSsample3 INDIA
1104.23-0000,Corn grits MAIZE GRITSsample2 INDIA
1104.29-9000,Corn grits MAIZE GRITSsample 1 INDIA
1104.29-9000,Hulled quinoa  P.PERU
1104.29-9000,Hulled quinoa P.PERU
1104.29-9000,Hulled quinoa  P.PERU
1104.29-9000,Buckwheat
1104.29-9000,Hulled quinoa TOASTED WHITE QUINOA
1104.29-9000,Hulled quinoa Roasted Red Quinoa  P.PERU
1104.29-9000,Hulled quinoa  P.PERU
1104.29-9000,Hulled quinoa CANADIAN QUINOA CANADA
1104.29-9000,Hulled quinoa  ROASTED RED QUINOA
1104.29-9000,Hulled quinoa P00714 P.PERU
1104.29-9000,Hulled quinoa P00814 P.PERU
1104.29-9000,Hulled quinoa Red quinoa seed U.S.A.
1106.10-0000,Hulled quinoa  U.S.A
1106.10-0000,COWPEA POWDER  MYANMAR
1106.20-9000,Mung bean powder  MYANMAR
1106.30-0000,CASSAVA POWDER  TEPUNG GAPLEK  INDNSIA
1106.30-0000,Pineapple powder  THAILND
1106.30-0000,Acai palm Powder  Organic acai powder  U.S.A
1107.20-9000,Acai berry powder  Freeze dried Acai Organic high solids powder  U.S.A
1108.14-9000,Malt
1108.14-9000,Manioccassava starch  TAPIOCA STARCH  VIETNAM
1204.00-0000,Manioccassava starch  NATIVE TAPIOCA STARCH
1207.99-9000,EYE PILLOW
1207.99-9000,SOME BEACH FAR AWAY26cm9cm
1208.90-0000,Chia seeds CHIA SEED PARAGUY/ARGENTN
1209.29-1000,Chia seed BOLIVIA
1209.91-5000,Perilla seed meal PERILLA SEED POWDER CHINA
1209.99-4000,Lupine seed  Bulk  AUSTRAL
1209.99-4000,Tomato seeds Petomato
1209.99-4000,Lawn seed HJK2 HJK2 R.KOREA
1209.99-4000,Lawn seed HJC1
1209.99-4000,Lawn seed HJA  R.KOREA
1211.20-1399,Lawn seed  HJG  R.KOREA
1211.20-2110,Lawn seed PLAAH 
1211.90-9070,Red ginseng   R.KOREA
1211.90-9099,White ginseng powder
1211.90-9099,Peppermint 549862 WR LL PEPPERMINT INFUSION U.K
1211.90-9099,ROSEMARY LEAVES dried   NET WT/PESO NETO 6 OZ 170g
1212.29-9099,OREGANO LEAVES  TURKEY
1214.90-9090,Chamomile flower
1302.19-9010,Seaweed Seaweed powder GERMANY
1302.19-9099,Hay  REED CANARY GRASS HAY  U.S.A
1302.19-9099,Aloe vera sap powder ALOE VERA WL SD POWDER 1001 ORGANIC MEXICO
1302.19-9099,Peanut sprouts extract  R.KOREA
1302.19-9099,Platycodon grandiflorum extract Platycodon root extract
1302.19-9099,Mushroom extract GLUNP R.KOREA
1302.19-9099,Vegetable extract   
1302.19-9099,Compound extract      R.KOREA
1302.19-9099,Compound extracts 
1302.19-9099,Other vegetable extracts OLEUM MAC. ALLII SATIVI E BULB. 11 GERMANY
1302.19-9099,Vegetable extract ALLIVET POLAND
1302.19-9099,Vegetable extract elaVIDA  40% SPAIN
1302.32-0000,Vegetable extract  elaVida tm 15%  SPAIN
1404.90-9000,Chaga mushroom extract Siberian Chaga dried extract RUSSIAN
1404.90-9000,Guar gum DU100 R.KOREA
1404.90-9000,kenaf
1404.90-9000,Coconut shells
1404.90-9000,Ramie stem powder  GRC  [20~80]  PR.CHNA
1507.90-1010,Casaba stem
1509.10-0000,Cassaba stem
1509.10-0000,Soyabean oil
1513.19-1000,Olive oil
1515.19-0000,Olive oil
1516.20-2020,Coconut Oil
1516.20-2090,Linseed Oil  IRELAND
1517.90-2000,Hydrogenated palm oil  GTS  PR.CHNA
1517.90-9000,Reesterified palm kernel oil MALAYA
1517.90-9000,Shortening  SUJI CREAM3  SNGAPOR
1517.90-9000,Vegetable oil preparation  Oilo Verde al Limone  ITALY
1517.90-9000,Fish oil preparation
1517.90-9000,Algal oil preparation LIFES DHA O2412O100 U.S.A
1517.90-9000,Vegetable oil preparation  SALUTE SANTE BASIL GRAPESEED OIL  U.S.A
1517.90-9000,Vegetable oil preparation  Salute Sante Rosemary Grapeseed Oil  U.S.A
1517.90-9000,Vegetable oil preparation  SALUTE SANTE ROASTED GARLIC GRAPESEED OIL  U.S.A
1601.00-1000,Fish oil preparation  EPA1T1600  PERU
1602.32-9000,Edible oil preparations WILD AND WHOLE ALASKAN SALMON OIL U.S.A
1602.41-9000,Sausage CHICKEN VIENNA SAUSAGE U.S.A
1602.42-9000,Chicken preparation CHICKEN KORMA U.S.A
1602.50-1000,Ham preparations KS Pork Stips Asian BBQ Seasoning
1602.50-9000,Pork preparation SMOKED PULLED PORK U.S.A
1603.00-3000,Beef preparation Bone in chunk rib soup 4.5cm THAILND
1603.00-3000,Beef preparation KS STEAK STRIP NEWZLND
1604.11-9000,Fish extract powder SH761 PR.CHNA
1604.11-9000,Fish extract KUNEN KATSUO EXTRACT JAPAN
1604.19-9090,Prepared salmon Hot smoked atlantic salmon NORWAY
1604.20-4090,Prepared salmon  Marinated and smoked Atlantic salmon in slice
1604.20-9000,Fish preparation GOLDEN FISH STICK VIETNAM
1604.20-9000,Fish cake
1605.21-9000,Fish preparation ROCKY SHRIMP BALL PR.CHNA
1605.21-9000,Fish preparation NET SWIMMING CRAB ROLL VIETNAM
1605.21-9000,Shrimp preparation Shrimp Paste Powder T3 THAILND
1605.52-9000,Fish preparation NET SHRIMP ROLL VIETNAM
1605.54-2099,Shrimp
1605.54-2099,Scallop preparations NET SCALLOP ROLL VIETNAM
1605.55-9000,Squid preparation
1701.14-2000,Squid preparation FROZEN SEAFOOD SKEWER THAILND
1701.14-2000,Frozen boiled baby octopus sushi   
1701.99-0000,6g/PC x 20PC/TRAY x 30TRAYS/CT
1701.99-0000,Raw cane sugar ARGENTN
1701.99-0000,Raw cane sugar THAILND
1701.99-0000,Other sugar Organic cane sugar
1701.99-0000,Other sugar LOT 13 189 1 GA A600
1701.99-0000,Other sugar LOT 13 190 1 GA A600
1701.99-0000,Other sugar
1701.99-0000,Sugar  Refined white sugar  THAILND
1701.99-0000,Other sugar  BRAZIL
1701.99-0000,Other sugar  PURASWEET 500  MALAYA
1701.99-0000,Other sugar  ORGANIC SUGAR  COLOMBI
1701.99-0000,Other sugar organic raw cane sugar PARAGUY
1702.90-1000,Other sugar ORGANIC CANE SUGAR ARGENTN
1702.90-9000,Sugar    R.KOREA
1702.90-9000,Other sugar BRAZIL
1702.90-9000,Artificial honey ROYAL HEALTH HONEY POWDER U.S.A
1702.90-9000,Sugar syrup  FRUIT UP  SPAIN
1704.90-2010,Other sugar syrup R.KOREA
1704.90-2090,Sugar syrup  DEIONIZED CLARIFIED PINEAPPLE JUICE CONCENTRATEASEPTIC
1704.90-2090,Sugar syrup  DEIONIZED CLARIFIED PINEAPPLE JUICE CONCENTRATEASEPTIC
1704.90-2090,Drops EXTREME SOUR HARD CANDY U.S.A.
1704.90-2090,Sugar confectionery JILLIAN MIX
1704.90-2090,Sugar confectionery 3D JUNGLE PALS U.S.A
1704.90-2090,Sugar confectionery JILLIAN MIXWith mango flavour UKRAIN
1704.90-2090,Candies  AIR HEADS 90 BARS  U.S.A
1704.90-9000,Candy JUNGLE HARD CANDY PR.CHNA
1802.00-1000,Candy SAFARI TWIRL W HARD CANDY PR.CHNA
1805.00-0000,Candy SAFARI RING POPS PR.CHNA
1806.32-1000,Sugar confectionary CROCANTE GEORGALOS ARGENTN
1806.90-1000,Cocoa shells  CBS  INDNSIA
1806.90-1000,Cocoa powder  CACAO TOGO  ITALY
1806.90-1000,Chocolate not filled  Extra dark chocolate assortment
1806.90-1000,Chocolate confectionery CHOCO HAZLNUTS U.S.A
1806.90-1000,Chocolate confectionery Cemoi Egg Crate FRANCE
1806.90-9090,Chocolate Spread Duo Penotti 2go Hazelnut NETHERL
1806.90-9090,Chocolate Spread Duo Penotti Caramel &Chocolate Spread NETHERL
1806.90-9090,Chocolate confectionery U.S.A
1806.90-9090,Other food preparations containing cocoa Mocha Frappe Freeze Mix U.S.A
1806.90-9090,Food preparations containing cocoa  PASTA GIANDUIA AMARA ITALY
1806.90-9090,Food preparations containing cocoa  CIOCCOCREAM ITALY
1806.90-9090,Food preparations containing cocoa OROGIANDUIA Cream with Piedmont I.G.P hazelnuts ITALY
1806.90-9090,Cocoa preparation SWISS MISS HOT COCOA GIFT TINCARAMEL CREAM U.S.A
1806.90-9090,Cocoa preparation  SWISS MISS HOT COCOA GIFT TINMINT CHOCOLATE  U.S.A
1901.20-9000,Cocoa preparation  SWISS MISS HOT COCOA GIFT TINFRENCH VANILLA  U.S.A
1901.20-9000,Food preparation containing cocoa HERSHEY S Cookies n Cream Candy U.S.A
1901.20-9000,Metal plating machines SG1202SG10K
1901.90-1000,Mixes for the preparation of bakers wares Ghirardelli Triple Chocolate Brownie Mix U.S.A
1901.90-2010,Doughs for the preparation of bakers wares  PR.CHNA
1901.90-2010,Preparation for bakers wares PRAWN CRACKERS VIETNAM
1901.90-2010,Malt extract SINAMAR GERMANY
1901.90-2010,Food preparations of goods of headings 04.01 to 04.04 120Ct. American pasteurized process cheese product
1901.90-2010,Food preparation of goods of heading 0401 to 0404 IPRO MULTIMILK P12C19
1901.90-2010,Food preparations of goods of headings 04.01 to 04.04  JAPAN
1901.90-9091,Food preparations of goods of headings 04.01 to 04.04 Panna cotta ITALY
1901.90-9091,Food preparations of goods of headings 04.01 to 04.04 CHEESE FLAVOR SNGAPOR
1901.90-9099,Food preparations of goods of headings 04.01 to 04.04  R.KOREA
1901.90-9099,Food preparation of rice flour   
1901.90-9099,Rice perparation SANGSENG HASU
1901.90-9099,Food preparation of meal  R.KOREA
1901.90-9099,Pregelatinized starch preparation  DOLCERRA1111  U.S.A
1901.90-9099,Flour preparation  MILKWASH BATTER  U.S.A
1901.90-9099,Flour preparation  BREADER  U.S.A
1901.90-9099,Wheat flour preparation  BATTER
1901.90-9099,Wheat flour preparation  BREADERM CHICKEN WING  THAILND
1902.19-2000,Wheat flour preparation  PREDUST
1902.19-9000,Flour preparation TEMPURA BATTER U.S.A
1902.19-9000,Pure Acai    50g
1902.19-9000,Chinese vermicelli  PR.CHNA
1902.19-9000,Other
1902.20-0000,Pasta BRONZO PASTA PENNE ITALY
1902.20-0000,Pasta BRONZO PASTA FUSILLI ITALY
1902.20-0000,Pasta  SPAGHETTI  ITALY
1902.20-0000,Stuffed pasta  Salmon lasagne with spinach
1902.30-1090,Stuffed pasta Organic Chicken Bite size dumpling U.S.A
1902.30-1090,Stuffed pasta MAINE LOBSTER RAVIOLI U.S.A
1902.30-9000,Stuffed pasta  Mix Dimsum  PR.CHNA
1904.10-1000,Instant noodles  Pad Thai Koong  Thailand
1904.10-3000,Instant noodles Pad Thai Cooking Set THAILND
1904.10-3000,Pasta preparation  PITANGO PASTA MEAL FREE RANGE CREAMY CHICKEN AND HERB  NEWZLND
1904.10-3000,Corn flackes CORNFLAKES POLAND
1904.10-9000,Puffed rice BANANA BUGSNMUD
1904.10-9000,Puffed rice NEAPOLITAN SUPER POPS
1904.10-9000,Puffed rice THANK GOODNESS GLUTEN FREE COCOA PUFFS
1904.10-9000,Prepared foods obtained by the swelling of cerial products  COOKIE&CREAM RUMBLES
1904.10-9000,50g
1904.10-9000,     500g
1904.10-9000,300g
1904.10-9000,Puffed rice powder preparation    R.KOREA
1904.20-1000,Quinoa
1904.20-1000,Popcorn preparation
1904.20-9000,Popcorn preparation
1904.30-0000,Cereal preparation
1904.90-1010,QUAKER INSTANT OATMEAL Item No. 581494  U.S.A
1904.90-9000,Cereal flake preparation LIGHT & RIGHT APRICOT
1905.10-0000,Bulgur wheat QUINOA GOURMANDQuinoa and Bulgar wheat FRANCE
1905.31-0000,Rice preparation
1905.31-0000,Quinoa
1905.31-0000,Crispbread RYE CRISPBREAD FINLAND
1905.31-0000,Sweet biscuits U.S.A
1905.31-0000,Sweet biscuits Famous Amos Chocolate Chip Cookies171859
1905.31-0000,Sweet biscuits KS BELGIAN CHOCOLATE COOKIE 
1905.31-0000,Sweet biscuits Belgian Caramelised Cookies
1905.31-0000,Sweet biscuits  CAPPUCCINO AND CHOCOLATE  COOKIES  DENMARK
1905.31-0000,Sweet biscuit PR.CHNA  
1905.31-0000,Sweet biscuit   PR.CHNA
1905.31-0000,Sweet biscuit  KEX Biscuits  SWEDEN
1905.40-0000,Sweet biscuits GINGER THINS SWEDEN
1905.40-0000,Sweet biscuits BUTTERSCOTCH COOKIES
1905.90-1010,Sweet biscuit PR.CHNA
1905.90-1010,Similar toasted products  SKORPOR KARDEMUMMA  SWEDEN
1905.90-1030,Similar toasted products  SKORPOR FULLKORN  SWEDEN
1905.90-1030,Bread SOFT THINBREAD/Soft Flat Bread SWEDEN
1905.90-1030,Bread SOFT WHEAT BREAD SWEDEN
1905.90-1030,Cake
1905.90-1030,Pizza  KIRKLAND Signature CHEESE PIZZA  USA
1905.90-1030,Cake KINDERPINGUI GERMANY
1905.90-1040,Cake  KINDERMILCHSCHNITTE  KINDER FELIE DE LAPTE  GERMANY
1905.90-1040,Cake
1905.90-1040,Pancake
1905.90-1040,Biscuits DARE CELEBRATION COLLECTIONVinta Cracker
1905.90-1040,Biscuits Koochikoo Chocolatey Chip No Sugar Cookies
1905.90-1040,Bakers wares Pretzel ball
1905.90-1050,Other biscuits PR.CHNA  BBQ
1905.90-1090,Biscuits  WHOLE WHEAT CRAKERS  R.KOREA
1905.90-1090,Other biscuits         R.KOREA
1905.90-1090,Bakers wares of rice Organic Brown Rice Chips with Himalayan Sea salt NET WEIGHT 20 OZ 1LB 4OZ U.S.A
1905.90-1090,Bakers wares FROZEN OCTOPUS BALL
1905.90-1090,Bakers Wares Pregrilled mini oval flatbread U.S.A
1905.90-1090,Other bakers wares CRISPY STICKS UKRAINE
1905.90-1090,Other bakers wares Airline Snack Mix U.S.A
1905.90-1090,Bakers ware ORGANIC TRADITIONAL TORTILLA 10 U.S.A
1905.90-9020,Bakers wares  R.KOREA
1905.90-9020,Bakers ware  HOMESTYLE FLOUR TORTILLAS  U.S.A
1905.90-9090,Other bakers wares Doritos Cheese Supreme flavoured corn chips U.S.A
2002.10-0000,RICE PAPER    VIETNAM
2004.10-0000,Rice paper HYDGAP4035 VIETNAM
2004.10-0000,Cake
2004.10-0000,Tomato
2004.10-0000,Potato preparation
2004.10-0000,Potato preparation
2004.10-0000,Potato preparation
2004.10-0000,Potato preparation
2004.10-0000,Potato preparation
2004.90-9000,Potato preparation
2004.90-9000,Potato preparation
2005.40-0000,Potato preparation
2005.51-9000,Onion preparation
2005.59-1000,Vegetable preparation
2005.70-0000,Pea preparation WASABI GREEN PEA BEAN SNACK JAPAN
2005.80-0000,Prepared beans
2005.80-0000,Mung bean
2005.99-9000,Olive preparation Oloves Basil&Garlic
2005.99-9000,Sweet corn preparations SINGLE CORN ON THE COBRETORTABLE POUCH THAILND
2005.99-9000,Sweet corn preparation  UHT sweet corn puree NEWZLND
2005.99-9000,Radish preparation pickled radish PR.CHNA
2005.99-9000,Vegetable preparation  GREENDAY MIXED VEGGIE CHIPS   MIXED VEGETABLES PREPARATIONS   THAILND
2005.99-9000,Onion preparation Dehydrated onion flakes fried 8% fat
2005.99-9000,Vegetable preparation  Pitango Minestrone Soup
2005.99-9000,Garlic preparation  Crisp Fried Garlic  PR.CHNA
2005.99-9000,Vegetable preparation  Pitango Pumpkin & Ginger Soup  New Zealand
2005.99-9000,Vegetable preparations  THE GRACIOUS GOURMET FENNEL BLOOD ORANGE TAPENADE  U.S.A
2007.99-1000,Vegetable preparation  THE GRACIOUS GOURMET ROASTED VEGETABLE TAPENADE  U.S.A
2007.99-1000,Onion preparation THE GRACIOUS GOURMET BLASAMIC FOUR ONION SPREAD U.S.A
2007.99-1000,Vegetable preparation  VEGGIE CHIPS  THAILND
2007.99-1000,Jam KIWI CRUSH VIETNAM
2007.99-1000,Jams ALOE VEREA/ORANGE CRUSH VIETNAM
2007.99-1000,Jams MANGO/PINEAPPLE CRUSH VIETNAM
2007.99-9000,Jam PEACH CRUSH VIETNAM
2008.11-9000,Jam  STRAWBERRY CRUSH  VIETNAM
2008.19-9000,Jam KIWI CRUSH VIETNAM
2008.19-9000,Simply Mango Smoothie UK
2008.19-9000,Groundnuts preparation  PR.CHNA
2008.19-9000,ROASTED SUNFLOWER SEEDS RUSSIAN
2008.19-9000,Sesame preparation
2008.19-9000,Soya bean powder
2008.19-9000,Sesame preparation  
2008.19-9000,Sunflower seeds preparation BIGS SUNFLOWER SEEDS SALT &VINEGAR U.S.A
2008.19-9000,Sunflower seeds preparation  BIGS SUNFLOWER SEEDS SEA SALT BLACK PEPPER  U.S.A
2008.19-9000,Sunflower seeds preparation  BIGS SUNFLOWER SEEDS SALTED &ROASTED ORIGINAL  U.S.A
2008.19-9000,Sunflower seeds preparation  BIGS SUNFLOWER SEEDS SIZZLIN BACON  U.S.A
2008.19-9000,Cashew nut preparation  Whole cashews salt roasted with skin  VIETNAM
2008.19-9000,Mixed nut preparation  Nuts in honey  U.S.A
2008.19-9000,Almond preparation Roasted Blanched Almond Butter U.S.A
2008.19-9000,Soybean preparation  Honey Black Beans  PR.CHNA
2008.19-9000,Soybean preparation SPRAY DRIED SOYMILK POWDER U.S.A
2008.19-9000,Nuts and seeds preparation ACAIBERRY COOKIE AUSTRAL
2008.19-9000,Nuts and seeds preparation BLUEBERRY COOKIE AUSTRAL
2008.19-9000,Soybean preparations  WHOLE EGG REPLACER 
2008.19-9000,Nuts and seeds preparation OMEGA3 PLUS NUTS BAR AUSTRAL
2008.19-9000,Nuts and seeds preparation NUTS BAR AUSTRAL
2008.19-9000,Nuts and seeds preparation Q10PLUS NUTS BAR AUSTRAL
2008.19-9000,Soybean preparations Vegan Dairy replacer
2008.19-9000,Soybean preparations BLUE 155A U.S.A
2008.19-9000,Cashew nut preparation CASHEW BUTTER PR.CHNA
2008.19-9000,Nuts preparation 20g BLUEBERRY MINI CRUNCH THAILND
2008.19-9000,Nuts preparation 20g CRANBERRY MINI CRUNCH THAILND
2008.19-9000,Nuts preparation 56.7g Cashew Crunch THAILND
2008.19-9000,Nuts preparation 56.7g Almond Crunch THAILND
2008.19-9000,Prepared sesame seeds SEED FLOURS SESAME FLOUR PR.CHNA
2008.19-9000,Nuts preparation  20g     THAILND
2008.19-9000,Nuts and seeds preparation HAWAII Macadamia Sensations Coconut Macaroon U.S.A
2008.20-0000,Black sesame preparatioin INDIA
2008.30-1000,Black sesame preparatioin PR.CHNA
2008.30-9000,Soybean milk preparations Soy papper TAIWAN
2008.30-9000,Pineapple preparation  Dried PineappleDried Tropical Pineapple Fruit  VIETNAM
2008.60-0000,Citron preparation  R.KOREA
2008.80-0000,Otherwise prepared orange CUTRALE CITRUS JUICESFCOJ with Pulp USA
2008.97-9000,Lemon preparation  R.KOREA
2008.97-9000,ARABESCHI CHERRY BON  68706  1KG
2008.97-9000,Strawberry preparations  BE DRIED STRAWBERRY  THAILND
2008.97-9000,Fruit preparation HALOHALO MIX JELLY PR.CHNA
2008.97-9000,Prepared mixtures of other edible parts of plant  MIXED VEGGIES PREPARATION  THAILND
2008.97-9000,Prepared mixtures of other edible parts of plant MIXED FRUIT PREPARATIONS THAILND
2008.97-9000,Fruit mixtures preparation THE GRACIOUS GOURMET CRANBERRY RASPBERRY BLOOD ORANGE SPREAD U.S.A
2008.97-9000,Fig preparation THE GRACIOUS GOURMETFIG ALMOND SPREAD U.S.A
2008.97-9000,Fruit mixtures preparation THE GRACIOUS GOURMETMANGO PINEAPPLE CHUTNEY U.S.A
2008.97-9000,Mixed fruit preparation THE GRACIOUS GOURMET  DRIED FRUIT CHUTNEY U.S.A
2008.97-9000,Mixed fruit preparation Dried 5kinds Tropical FruitsMixed Dried Fruits VIETNAM
2008.97-9000,Prepared mixtures of other edible parts of plant TERRA ORIGINAL CHIPS U.S.A
2008.97-9000,Prepared mixtures of other edible parts of plant TERRA STIX ORIGIAL U.S.A
2008.97-9000,Prepared mixtures of other edible parts of plant Terra Sweet &Apples U.S.A
2008.97-9000,Prepared mixtures of other edible parts of plant TERRA EXOTIC VEGETABLE ZESTY TOMATO CHIPS U.S.A
2008.97-9000,Mixed fruits preparation MOGLI MOOTHIE APPLEBANANASTRAWBERRY GERMANY
2008.97-9000,Mixed fruits preparation MOGLI MOOTHIE APPLEORANGECARROT GERMANY
2008.97-9000,Mixed fruits preparation MOGLI MOOTHIE BANANAGUAVAMANGO GERMANY
2008.99-2000,Mixed fruits preparation MOGLI MOOTHIE BANANARHUBARBRASBERRY GERMANY
2008.99-2000,Mixed fruits preparation Mixed fruits and vegetable dried VIETNAM
2008.99-9000,Mixed fruits peel preserved by osmotic dehydration CANDY MIXED PEEL ITALY
2008.99-9000,Apple preparation FLAME ROASTED FUJI APPLES U.S.A
2008.99-9000,Apple preparation  THE GRACIOUS GOURMET  APPLE CARAMELIZED ONION SPREAD  U.S.A
2008.99-9000,Manioccassava preparations Cassava Chip
2008.99-9000,Sweet potato preparation
2008.99-9000,Kiwi preparation  fruitea    R.KOREA
2008.99-9000,Basil leaves
2008.99-9000,Taro chip preparation  GREENDAY TARO CHIPS  THAILND
2008.99-9000,Mango preparation GOLDEN FRUITS ICED MANGO PHIL.R
2008.99-9000,Durian preparation  THAILND
2008.99-9000,Sweet potato
2008.99-9000,Sweet potato
2008.99-9000,Sweet potato preparation VEGGIE CHIPS THAILND
2008.99-9000,Blueberry preparation    PR.CHNA
2008.99-9000,Passion fruit preparations FROZEN PASSION FRUIT PUREE VIETNAM
2008.99-9000,Sweet potato preparation
2008.99-9000,Guava preparation fruity poppers red guava  PHIL.R
2008.99-9000,Sweet potato preparations Net Sweet Potato Roll
2008.99-9000,Kiwifruit preparations KIWI FRUITED PASTRY FILLING TURKEY
2008.99-9000,Jack fruit preparations  Dried Jack Fruit Dried Tropical Jack Fruit VIETNAM
2008.99-9000,Dragon fruit preparation  Dried Dragon FruitDried Tropical Dragon Fruit  VIETNAM
2008.99-9000,Papaya preparation Dried PapayaDried Tropical Papaya Fruit VIETNAM
2008.99-9000,Mango preparations Dried MangoDried Tropical Mango Fruit VIETNAM
2008.99-9000, TERRA SWEETS &BEETS
2008.99-9000,Sweet potato preparation
2008.99-9000,Sweet potato preparation TERRA SWEETS &CARROTS U.S.A
2008.99-9000,Avocado preparation EXTREME SUPREME GUACAMOLE MEXICO
2008.99-9000,Corn preparation CORN FLAKE PELLET PR.CHNA
2008.99-9000,Avocado preparation   NEWZLND
2008.99-9000,Avocado preparation   NEWZLND
2009.12-0000,Avocado preparation   NEWZLND
2009.21-0000,Lemon peel preserved by osmotic dehydration CANDY LEMON PEEL ITALY
2009.31-9000,Orange peel preserved by osmotic dehydration     ITALY
2009.31-9000,Orange juice 100% ORANGE AUSTRAL
2009.50-0000,Grapefruit juice PURE PINK GRAPEFRUIT JUICE U.K
2009.71-0000,Calamansi juice KALLA 100% PURE CALAMANSI
2009.71-0000,Citron juice
2009.71-0000,Tomato juice Pressed tomato juice U.K
2009.89-1090,Apple juice PRESHAFRUIT LITE PINK LADY APPLE AUSTRAL
2009.89-1090,Apple juice PRESHAFRUIT LITE GRANNY SMITH APPLE AUSTRAL
2009.89-1090,Apple juice 100% APPLE AUSTRAL
2009.89-2000,Prune juice concentrate Prune dried plum Juice Concentrate
2009.90-1020,Acai berry juice  PURE ACAI  BRAZIL
2101.12-1000,Aronia Juice Concentrate  POLAND
2101.20-9090,Juice of vegetable  TRUFFLE JUICE EXTRA PLANTIN EXTRA QUALITY  FRANCE
2101.20-9090,Mixtures of fruit juices Whole Fruit Frozen Juice Tubes U.S.A
2101.20-9090,Preparations of instant coffee STARBUCKS VIA READY BREW ICED COFFEE SWEETENED
2101.20-9090,Tea extract preparation BLACK TEA EXTRACT PR.CHNA
2102.10-1000,Green tea extract GREEN TEA EXTRACT BATCH U.S.A
2102.20-1000,GREEN TEA EXTRACT  GREEN TEA CATECHIN 630MG CAPS  US
2102.20-1000,Tea extract AssuriTEA WELLBEING U.S.A
2102.20-1000,Brewery yeast Brewers yeast powder PR.CHNA
